Sample_ID,Species,Download_link,Ref
Y0467C,Tachysurus nitidus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0468C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0469C,Myxocyprinus asiaticus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.fna.gz,Myxocyprinus_asiaticus
Y0470C,Pseudolaubuca sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0471C,Pseudolaubuca sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0472C,Pseudolaubuca sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0473C,Pseudolaubuca sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0480C,Pseudobrama simoni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0482C,Pseudobrama simoni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0483C,Pseudobrama simoni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0484C,Pseudobrama simoni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0493C,Hypophthalmichthys nobilis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0494C,Hypophthalmichthys nobilis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0495C,Hypophthalmichthys molitrix,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0496C,Hypophthalmichthys molitrix,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0497C,Hypophthalmichthys molitrix,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0498C,Megalobrama amblycephala,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama_pellegrini
Y0499C,Chanodichthys dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0500C,Ancherythroculter nigrocauda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0501C,Ancherythroculter nigrocauda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0507C,Coreius heterodon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0508C,Coreius heterodon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0509C,Coreius guichenoti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0510C,Coreius guichenoti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0511C,Coreius guichenoti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0516C,Gnathopogon imberbis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris_rarus
Y0519C,Myxocyprinus asiaticus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.fna.gz,Myxocyprinus_asiaticus
Y0524C,Siniperca chuatsi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/085/105/GCF_020085105.1_ASM2008510v1/GCF_020085105.1_ASM2008510v1_genomic.fna.gz,Siniperca_chuatsi
Y0525C,Liobagrus nigricauda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0526C,Liobagrus nigricauda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0527C,Rhinogobius similis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0528C,Silurus meridionalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus_meridionalis
Y0530C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0531C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0532C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0534C,Triplophysa bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0535C,Pseudorasbora parva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0536C,Pseudorasbora parva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0537C,Pseudorasbora parva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0544C,Triplophysa daqiaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0545C,Triplophysa daqiaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0546C,Triplophysa daqiaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0547C,Triplophysa daqiaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0548C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0549C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0550C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0551C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0552C,Homatula variegata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0553C,Abbottina rivularis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0554C,Abbottina rivularis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0555C,Abbottina rivularis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0558C,Schizothorax davidi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0565C,Paramisgurnus dabryanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0566C,Paramisgurnus dabryanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0567C,Paramisgurnus dabryanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0569C,Claea dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0571C,Claea dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0572C,Claea dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0574C,Claea dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0575C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0576C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0577C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0578C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0579C,Triplophysa stoliczkai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0580C,Misgurnus anguillicaudatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0581C,Misgurnus anguillicaudatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0582C,Misgurnus anguillicaudatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0586C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0588C,Silurus asotus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0591C,Liobagrus marginatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0593C,Liobagrus marginatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0594C,Liobagrus marginatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0598C,Hypophthalmichthys nobilis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0600C,Rhinogobius cliffordpopei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0601C,Glyptothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0602C,Glyptothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0604C,Glyptothorax sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0612C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0613C,Culter alburnus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0614C,Ctenopharyngodon idella,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon_idella
Y0615C,Ctenopharyngodon idella,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon_idella
Y0618C,Silurus meridionalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus_meridionalis
Y0630C,Carassius auratus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0632C,Carassius auratus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0633C,Carassius auratus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0638C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0639C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0640C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0641C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0642C,Cyprinus carpio,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0650C,Ameiurus nebulosus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus_melas
Y0651C,Ameiurus nebulosus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus_melas
Y0652C,Hemiculter tchangi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0653C,Hemibarbus maculatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0654C,Luciobarbus capito,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/325/GCA_029874325.1_ASM2987432v1/GCA_029874325.1_ASM2987432v1_genomic.fna.gz,Luciobarbus_bocagei
Y0678C,Ancherythroculter kurematsui,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0679C,Ancherythroculter kurematsui,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0680C,Megalobrama pellegrini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama_pellegrini
Y0681C,Megalobrama pellegrini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama_pellegrini
Y0682C,Megalobrama pellegrini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama_pellegrini
Y0684C,Rhinogobio cylindricus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0686C,Rhinogobio cylindricus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0687C,Rhinogobio cylindricus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0688C,Rhinogobio cylindricus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0689C,Coreius guichenoti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0691C,Rhinogobio ventralis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0692C,Xenophysogobio boulengeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0695C,Squalidus wolterstorffi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0696C,Hemiculter bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0698C,Ancherythroculter nigrocauda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0704C,Chanodichthys mongolicus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0706C,Chanodichthys dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0707C,Chanodichthys dabryi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0708C,Hemiculter bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0709C,Hemiculter bleekeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0710C,Triplophysa orientalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0711C,Triplophysa orientalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0712C,Triplophysa orientalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0713C,Triplophysa orientalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0714C,Triplophysa orientalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0715C,Gymnocypris eckloni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
